proteinGroups.nucl$LFQ.intensity.8hrsNI.Rep1	proteinGroups.nucl$LFQ.intensity.8hrsNI.Rep2	proteinGroups.nucl$LFQ.intensity.8hrsNI.Rep3	proteinGroups.nucl$LFQ.intensity.8hrsI.Rep1	proteinGroups.nucl$LFQ.intensity.8hrsI.Rep2	proteinGroups.nucl$LFQ.intensity.8hrsI.Rep3	proteinGroups.nucl$LFQ.intensity.24hrsNI.Rep1	proteinGroups.nucl$LFQ.intensity.24hrsNI.Rep2	proteinGroups.nucl$LFQ.intensity.24hrsNI.Rep3	proteinGroups.nucl$LFQ.intensity.24hrsI.Rep1	proteinGroups.nucl$LFQ.intensity.24hrsI.Rep2	proteinGroups.nucl$LFQ.intensity.24hrsI.Rep3
Solyc04g005280.2.1	0	0	3316700	0	2226100	2729200	0	0	2482500	0	0	2019100
Solyc04g005330.2.1	14377000	17088000	24448000	19092000	28559000	26204000	19309000	22877000	20842000	9622800	5933400	18043000
Solyc04g005350.2.1	0	8253600	3391500	3453700	3956600	7793600	7112800	2286500	3235900	3272500	5053500	11007000
Solyc04g005630.2.1	0	1425000	453500	0	594760	0	539390	0	0	464200	660140	0
Solyc04g005650.1.1	0	0	0	0	0	0	0	0	0	0	557460	0
Solyc04g005690.2.1	390820000	608980000	793530000	530490000	576460000	515010000	709460000	670650000	5.24e+08	645180000	679140000	488270000
Solyc04g005820.2.1	4122800	6572800	3882500	5177800	6189700	2703400	1892800	2469800	2268600	1582300	2151400	0
Solyc04g007010.2.1	0	3536100	2720100	3558400	3264000	3830500	0	0	0	0	0	0
Solyc04g007070.2.1	0	0	0	0	0	0	0	0	0	549590	0	735510
Solyc04g007280.2.1	19050000	15569000	34969000	26328000	18501000	17863000	28580000	24625000	31310000	11662000	12980000	16654000
Solyc04g007790.2.1	1385500	2785600	1222100	3651400	5723200	2085400	4927700	4683500	1514000	9375700	32423000	4649400
Solyc04g007820.2.1	1449400	1163700	1156100	1579000	1470500	1319600	1206400	1320100	1156300	1236400	499760	962290
Solyc04g007850.2.1	7562900	5577900	8468600	12661000	7529400	5200000	12985000	13431000	10634000	7908600	4209500	11329000
Solyc04g007890.2.1	43324000	239820000	116250000	134290000	96033000	132340000	279670000	101580000	85956000	66031000	14158000	91340000
Solyc04g008010.2.1	0	0	0	0	0	0	0	0	0	0	454160	0
Solyc04g008230.2.1	0	0	0	0	1903300	0	0	0	0	0	0	0
Solyc04g008290.2.1	1652900	3270600	3556800	2104600	1328200	0	3019900	1116900	2611600	828510	0	0
Solyc04g008380.2.1	0	0	0	0	0	0	0	0	0	2606100	0	0
Solyc06g064630.2.1	49357000	109520000	55241000	55998000	51468000	85746000	63791000	87215000	68184000	50246000	55782000	143110000
Solyc04g008520.2.1	3704900	2324500	6001500	4061800	4117000	4497500	4221900	6466100	8141100	10340000	19368000	10497000
Solyc04g008550.2.1	95389000	134450000	106730000	127930000	132880000	74780000	85119000	137370000	117780000	127680000	64422000	127880000
Solyc04g008680.2.1	269560000	241230000	261270000	268670000	250020000	229870000	257450000	269950000	234490000	204180000	100680000	186550000
Solyc04g008700.2.1	7064900	4916400	6098500	6846700	5170900	6288500	6444300	7740700	5634300	3958000	4729800	5934100
Solyc04g008730.2.1	47490000	19444000	57590000	30906000	33506000	32257000	46065000	37557000	45333000	17798000	19101000	39488000
Solyc04g008750.2.1	0	0	0	0	0	0	3209900	0	0	0	0	0
Solyc04g008790.1.1	0	939670	1515700	0	817260	0	1346600	3198800	1413600	669430	0	0
Solyc04g008800.2.1	0	313600	0	0	0	0	0	0	0	0	0	0
Solyc04g008810.2.1	0	1044900	698310	0	932010	796950	0	682380	668280	3003300	11480000	845090
Solyc04g008830.1.1	28027000	64411000	87140000	47593000	80365000	53495000	52518000	59659000	60698000	42250000	30795000	53013000
Solyc04g008840.2.1	24199000	22088000	40709000	17448000	15171000	8620900	22282000	18529000	22073000	9660400	3968700	10674000
Solyc04g008860.2.1	0	0	0	0	0	0	0	0	793380	0	0	0
Solyc08g069080.2.1	1818600	2053500	2554500	4392600	1244800	2115900	2624600	779510	1600900	3037000	1298500	941890
Solyc04g009060.2.1	8297800	9213800	7787800	5097100	7884300	12747000	9428900	10808000	9730300	5303900	3255500	6119100
Solyc04g009180.1.1	0	2716700	3431800	2104100	2751900	4150400	2322500	1532600	1877600	715180	0	909400
Solyc04g009300.2.1	1063000	2154600	978310	0	1364300	0	0	1189700	0	0	0	0
Solyc04g009340.2.1	0	810280	900460	746470	0	0	922850	0	918140	0	0	0
Solyc04g009410.2.1	0	0	0	0	0	0	0	0	0	0	1803400	993370
Solyc04g009630.2.1	0	0	1945000	0	0	1209900	1088500	837080	1220700	1562700	0	905080
Solyc04g009740.2.1	2164000	3491800	1745200	1327900	3699900	1182000	2803500	4166600	3195300	1955100	1400200	2202600
Solyc04g009770.2.1	6123800	6983900	8666700	3708700	6186900	0	4466200	8859900	5867400	5110500	3930100	6723300
Solyc04g009950.2.1	538060000	560180000	552740000	596800000	666030000	570130000	485190000	577760000	577080000	537170000	347730000	588570000
Solyc04g010020.2.1	0	0	0	0	0	0	0	0	0	1790300	0	0
Solyc04g010050.2.1	0	0	365720	0	0	0	0	0	0	0	0	0
Solyc04g010090.2.1	0	457970	471710	0	0	894160	0	689030	815970	0	815850	0
Solyc04g010180.2.1	0	0	244410	0	0	0	0	0	0	0	0	0
Solyc04g010190.1.1	0	0	0	0	0	0	0	0	0	0	2693900	0
Solyc04g010240.2.1	4994100	40722000	25614000	15157000	26802000	18745000	9504700	52556000	17468000	14084000	53182000	8782100
Solyc04g010260.2.1	953110000	968090000	884200000	1214300000	1057900000	860790000	927940000	933740000	770240000	902570000	678110000	761890000
Solyc04g011360.2.1	1595900	3441200	1670000	1241400	1676100	2566700	4632200	2661600	2311800	5491500	11026000	3758200
Solyc04g011380.2.1	0	0	490530	0	0	0	0	0	0	0	0	0
Solyc11g072860.1.1	5615600000	1.0092e+10	9515800000	1.0244e+10	5879300000	1.4122e+10	9892800000	6643300000	6351900000	6238700000	3046200000	7085100000
Solyc05g054590.2.1	0	0	0	0	0	0	0	0	0	634020	0	0
Solyc04g011440.2.1	0	0	0	0	0	0	0	0	0	5682100	0	0
Solyc04g011510.2.1	0	6374500	4169500	0	6370600	5541100	3487200	4458900	2886600	12989000	26716000	6973300
Solyc04g011520.2.1	0	0	0	0	0	0	0	0	0	1452100	0	0
Solyc04g011560.2.1	4578800	3489200	3496600	3757800	4309500	0	4319300	4420000	3381000	3211600	3700100	4577000
Solyc04g012120.2.1	7726000	21666000	16185000	13266000	21304000	33526000	16720000	20568000	20853000	29591000	52993000	29147000
Solyc04g014260.1.1	0	413550	0	0	0	0	0	0	0	0	0	0
Solyc04g014370.2.1	856140	1169700	0	0	1187100	0	1123400	1087600	0	836880	1038800	1226800
Solyc04g014460.2.1	36523000	134050000	194740000	124900000	123870000	109660000	79395000	114500000	150950000	96586000	26787000	98109000
Solyc04g014560.2.1	37656000	38551000	36983000	29708000	33133000	30330000	29684000	30711000	33436000	24119000	14741000	21033000
Solyc04g014710.2.1	606830	2678900	15553000	889450	836980	3603200	1215000	2630300	9922000	846120	952970	5058500
Solyc04g014720.2.1	0	12541000	13166000	7319500	14054000	15805000	11938000	13043000	19299000	1715500	10346000	5985100
Solyc04g015020.2.1	1513500	1675300	1796400	2165600	2212700	2190200	1654400	1540300	2085800	2413000	1372500	1161200
Solyc04g015250.1.1	0	0	0	0	0	0	0	0	0	2179100	0	0
Solyc04g015270.2.1	2527300	2006400	0	3098900	2462200	1548900	1787500	2153900	1020700	3472100	1763900	1183300
Solyc04g015340.2.1	7132300	11593000	14324000	7571200	6370200	3173700	8082100	9430000	20711000	8248600	4672500	6809700
Solyc04g015440.2.1	0	0	0	0	0	4193100	0	0	0	0	0	0
Solyc04g015450.2.1	0	0	45188	0	0	0	0	0	0	0	0	0
Solyc04g015480.2.1	2508900	2678500	2795500	1583300	1843700	2071700	1886000	2808500	2107900	3093400	1875000	3310600
Solyc04g015490.2.1	1700200	1669400	0	1293200	6552800	0	2107900	1674600	750450	18575000	37190000	2928900
Solyc04g015830.2.1	2550600	4012200	2137100	2793700	3381500	0	2951100	3809600	1429200	9071000	20902000	4118900
Solyc04g015940.2.1	3285800	3793200	4301400	3250200	3468500	3591500	3566900	2714400	3123100	1809000	0	2891300
Solyc04g016240.2.1	134610000	228460000	259910000	228150000	345660000	250250000	218960000	324100000	366280000	244720000	162710000	188960000
Solyc04g016370.2.1	5481800	3939600	8404700	5793900	4315900	3597800	5822200	4846300	6491100	3970500	0	2945000
Solyc04g016380.2.1	34554000	47457000	46467000	55329000	63062000	36958000	53304000	67736000	48576000	26333000	18745000	39119000
Solyc04g016510.2.1	180070000	215670000	234350000	186650000	163290000	178350000	346460000	218370000	176570000	112490000	88172000	157080000
Solyc04g016530.2.1	6240600	4465500	2646300	3786500	3363200	4743900	3628400	5065100	2382600	1425100	0	1211200
Solyc04g025300.2.1	0	0	0	0	0	0	0	0	0	2423300	2407500	0
Solyc04g025870.2.1	0	0	0	0	0	0	0	0	0	0	2478600	0
Solyc04g026100.1.1	764300	5963000	1544400	4386800	7751100	3988200	3946200	3667900	1787300	4304700	8417900	0
Solyc04g026360.2.1	0	0	0	0	0	0	0	1713300	0	0	0	0
Solyc04g039950.2.1	317480	0	608880	0	0	0	335960	0	0	0	0	0
Solyc04g040180.2.1	0	0	0	0	0	0	0	0	0	0	1978900	0
Solyc04g045430.2.1	13788000	7814600	13776000	15277000	14569000	11631000	19447000	17365000	14920000	13985000	13962000	24266000
Solyc12g036550.1.1	0	0	0	0	0	908250	0	0	0	0	0	0
Solyc04g049130.2.1	3960700	2294100	2213900	3273100	2605200	2785000	5453200	2135600	2787300	0	4233600	3525800
Solyc04g049250.1.1	0	0	0	0	0	0	0	0	0	0	0	190820000
Solyc04g049450.2.1	0	0	0	0	0	0	0	0	0	275410	0	0
Solyc04g049730.1.1	12287000	7201200	9527100	2238200	4208500	3777800	10306000	5062500	5375700	4684800	2381500	4819200
Solyc04g049930.2.1	10995000	9427900	13419000	12613000	7579200	7119400	12449000	12273000	11971000	9947800	4709400	13054000
Solyc04g049950.1.1	15713000	11660000	19236000	13771000	6413500	5346700	17528000	10403000	15529000	15041000	4148900	16836000
Solyc04g050150.2.1	1210200	0	1124600	1216900	1262900	0	1111400	1070500	0	1015400	1015500	0
Solyc04g050510.2.1	2343900	2790700	2012400	0	1699500	1793100	1903400	2384700	2256400	2704400	3038100	4452300
Solyc04g050520.2.1	1929200	2481600	1745600	1221000	3116800	0	2286500	3278300	2581300	1845600	2374100	2298000
Solyc04g050540.2.1	280120000	287070000	310280000	191570000	275540000	344910000	242690000	266750000	215420000	141070000	88834000	112150000
Solyc04g050720.2.1	565260	0	362170	0	0	0	0	0	0	0	0	0
Solyc04g050730.2.1	37343000	78559000	113200000	56047000	71688000	46417000	43270000	99739000	84783000	78168000	38190000	56725000
Solyc04g050760.2.1	0	1768800	1428800	2056400	1893300	1466000	3572100	2881200	0	845950	0	0
Solyc04g050840.1.1	0	0	475030	0	0	0	0	0	0	0	0	0
Solyc04g051370.2.1	2871900	2915000	1994800	2942100	3921300	3906600	2384200	3130800	3871400	4731600	5406700	3476900
Solyc04g051580.2.1	0	0	0	0	0	0	0	0	0	410870	2491000	398530
Solyc04g051670.2.1	223010000	222640000	1.67e+08	212740000	217460000	173480000	212720000	238220000	187060000	104320000	64831000	177920000
Solyc04g054180.2.1	72745000	120660000	141920000	118390000	122960000	163890000	118800000	145450000	124540000	80819000	70458000	103010000
Solyc04g054190.2.1	12119000	23026000	14668000	9142900	12908000	22056000	13091000	12889000	13275000	9280800	10438000	8349800
Solyc04g054410.2.1	2065300	2491000	1404400	1913100	1356900	2093300	2396800	2419900	1191800	2024600	1144900	0
Solyc04g054460.2.1	0	0	0	0	0	0	0	0	0	0	0	1028400
Solyc04g054470.2.1	10475000	15568000	6721000	6688800	9277300	21303000	9799300	9286900	19774000	33046000	25944000	14771000
Solyc04g054480.2.1	2714700	4001100	2691100	2062700	3488200	2364900	2982700	4231500	3654800	1166000	1575500	1364800
Solyc04g054520.2.1	0	0	0	0	0	0	0	0	0	1875400	0	0
Solyc04g054700.2.1	738590	495120	923590	0	0	0	629370	0	607400	395320	0	471100
Solyc04g054890.2.1	0	0	0	0	0	0	0	0	0	3886600	7370200	2637600
Solyc04g054980.2.1	18500000	13317000	9846000	14973000	13144000	15205000	15711000	11664000	13389000	17561000	23054000	24981000
Solyc04g055110.2.1	0	505260	777340	0	0	0	0	0	566050	0	0	0
Solyc04g056270.2.1	0	0	0	0	0	0	0	0	0	1857700	0	4183900
Solyc04g056280.2.1	21769000	20039000	27634000	19051000	20833000	14597000	21162000	23176000	25787000	14470000	8300000	17402000
Solyc04g057980.2.1	0	0	0	0	0	0	0	0	0	2464500	6993400	727900
Solyc04g057990.2.1	0	0	30055000	0	0	0	0	0	0	0	0	0
Solyc04g074300.2.1	35597000	59095000	41173000	30107000	44454000	64588000	37617000	49219000	47318000	64802000	112370000	61608000
Solyc04g064490.2.1	4120800	5278800	4069000	4961200	3024400	5445500	5710400	6150100	3343300	5092800	5456600	3099700
Solyc04g064700.2.1	28292000	19119000	31301000	28320000	22665000	25592000	34377000	29594000	24044000	24343000	10648000	28284000
Solyc04g064760.2.1	49109000	94808000	61767000	81252000	81128000	86004000	48474000	93985000	78572000	40292000	36123000	43661000
Solyc04g064800.2.1	12503000	8435600	14013000	15225000	8722900	1495700	10081000	11342000	10087000	11345000	5256000	8318000
Solyc04g064880.2.1	0	0	0	0	0	0	0	0	0	4737100	9630500	361720
Solyc04g070990.2.1	1090400	0	0	0	0	0	0	0	0	295060	0	0
Solyc04g071050.2.1	531930	0	0	0	0	0	0	0	0	0	0	0
Solyc04g071310.2.1	0	277810	0	0	0	195050	915490	238680	0	186380	0	0
Solyc04g071340.2.1	176120000	0	0	0	0	317930000	100470000	0	186070000	224810000	985530000	0
Solyc04g071350.2.1	0	0	0	0	0	0	0	871770	0	0	0	0
Solyc04g071360.2.1	97832000	77681000	120030000	83127000	86056000	93654000	73178000	57570000	87094000	56708000	31366000	46610000
Solyc04g071650.2.1	2861800	2977800	5990200	2456500	2765600	3566300	4711000	2858300	6141600	1956500	0	0
Solyc04g071660.2.1	0	0	0	0	0	0	199830	0	0	0	0	0
Solyc04g071730.2.1	0	0	207310	0	0	0	0	0	0	0	0	0
Solyc04g071890.2.1	186030000	153220000	186580000	263190000	213630000	163230000	310410000	537190000	312930000	320660000	320580000	690820000
Solyc04g071900.2.1	18494000	5420000	6523600	12031000	4765000	3580300	26094000	8052300	11975000	2303700	3382900	10863000
Solyc04g072260.1.1	1817300	1870500	3139800	1826000	1559100	0	1677800	3168600	2488700	1128200	912120	1652700
Solyc04g072290.2.1	0	0	164790	0	0	0	0	0	0	0	0	0
Solyc04g072660.2.1	0	2418400	0	0	1953000	0	0	0	0	0	2597000	0
Solyc04g072670.2.1	1453900000	1499300000	969680000	1.427e+09	1.214e+09	1367400000	1323700000	1301400000	953210000	1194200000	967690000	1010300000
Solyc04g072830.2.1	1226000	0	2637100	0	0	0	1592500	0	2355400	1717700	0	1527800
Solyc04g072840.2.1	0	615200	0	0	0	0	0	0	0	0	0	0
Solyc04g073950.1.1	0	0	0	0	0	0	0	0	0	1811900	1518800	1507300
Solyc04g074040.2.1	80392000	96303000	62799000	144060000	64966000	47390000	77884000	154930000	84912000	67251000	17892000	47131000
Solyc04g074090.2.1	72767000	68682000	74503000	72012000	86349000	50707000	65946000	87004000	72249000	47375000	28572000	73603000
Solyc04g074230.2.1	0	0	0	0	0	0	0	0	0	1692400	4616300	3293400
Solyc04g074250.1.1	1495200	1317700	985050	2294300	0	0	1922500	587620	958930	943290	0	1025000
Solyc04g074290.2.1	13774000	9980900	6999300	12987000	15894000	17272000	18737000	19793000	13258000	14140000	13758000	11605000
Solyc04g074310.2.1	2320500	1319100	1112200	1004600	0	0	1216100	0	0	2439600	2896500	1607700
Solyc04g074430.1.1	11580000	22062000	42941000	32262000	39583000	24267000	16139000	36236000	28875000	10457000	10762000	14953000
Solyc04g074510.2.1	2654600	4454500	5603400	4624200	5487600	5668000	5640900	5465700	9689000	13862000	23081000	7466600
Solyc04g074550.2.1	0	0	0	0	0	437570	0	0	0	835670	3720200	851080
Solyc04g074560.1.1	47095000	99542000	110780000	49179000	101500000	84078000	54875000	74100000	74328000	33467000	33017000	69066000
Solyc11g010230.1.1	279760000	455790000	311330000	566880000	5.4e+08	318940000	337230000	251250000	923180000	176250000	173130000	185540000
Solyc04g074990.2.1	8594600	9222500	28350000	9671200	10052000	17676000	12632000	8709400	19642000	6987400	8897400	17511000
Solyc04g076060.2.1	0	1275200	0	0	0	0	0	0	0	1183500	996810	2539700
Solyc04g076150.2.1	0	0	0	0	0	0	3562700	0	0	0	0	0
Solyc04g076180.2.1	24497000	18670000	27724000	9120100	14995000	5938800	22445000	15398000	26094000	16117000	7813600	21267000
Solyc04g076190.1.1	0	2373600	7558300	0	2648900	2338300	2298600	6043300	5198000	2123700	2777100	4129100
Solyc04g076220.2.1	11428000	9414200	7183300	16381000	10477000	4735900	19335000	15410000	8046500	13820000	4075100	11165000
Solyc04g076270.1.1	116280000	80654000	85645000	110820000	53755000	96530000	90514000	74811000	75493000	67746000	19793000	59019000
Solyc04g076560.2.1	6149300	7518400	8198600	11570000	6239500	5647600	10502000	12481000	7331200	8122700	2549500	9488900
Solyc04g076880.2.1	0	2981700	0	0	0	0	0	0	0	12051000	62591000	7035800
Solyc04g076900.1.1	0	0	567110	0	0	0	0	0	0	0	0	0
Solyc04g076910.2.1	1.9e+07	17406000	21111000	22191000	19221000	14499000	25924000	27589000	20771000	16614000	10017000	19089000
Solyc04g076990.2.1	0	0	0	0	0	0	0	0	225960	0	0	0
Solyc04g077060.2.1	37504000	34237000	50651000	20709000	22546000	8500400	39197000	37489000	35508000	22188000	13757000	15051000
Solyc04g077190.2.1	22383000	9233600	14043000	13275000	15567000	21740000	45528000	16702000	23225000	12923000	8325200	14821000
Solyc04g077290.1.1	0	571380	1006100	767140	0	0	0	652140	0	498140	0	0
Solyc04g077420.2.1	0	0	0	280550	0	0	0	0	0	0	0	0
Solyc04g077680.2.1	13030000	9324900	11559000	11143000	15211000	6204100	9478200	9156000	10462000	10272000	5734700	12338000
Solyc04g077940.2.1	0	0	540820	0	0	0	0	0	0	0	0	0
Solyc04g078050.2.1	0	1532500	0	0	0	0	0	0	2347900	2583600	0	0
Solyc04g078380.1.1	723380	2778100	1621600	481280	0	0	3818000	0	0	0	0	0
Solyc04g078780.2.1	3218700	4647800	3919800	3111800	2716100	0	4605000	6391400	3004200	855850	1405000	2359000
Solyc04g078830.2.1	78554000	74675000	104350000	45470000	52096000	77416000	69742000	60932000	93086000	69617000	45016000	102760000
Solyc04g078940.2.1	8715100	6126700	8540700	3773600	6315700	4502000	6485600	4145400	5327900	5819500	4023800	3923100
Solyc04g078970.1.1	0	0	0	0	0	0	0	0	0	454090	0	0
Solyc04g079200.2.1	0	3859600	4877200	2838800	2628300	2362000	2990300	7265300	5056000	11066000	10781000	12603000
Solyc04g079270.2.1	14357000	14948000	10483000	11894000	13675000	18163000	9439600	13263000	12104000	38776000	35140000	21783000
Solyc04g079290.2.1	0	1234700	0	1539800	0	0	2768500	0	1233900	0	0	0
Solyc04g079310.2.1	9245400	7264000	6647400	7047500	7082800	4384000	5074400	6967200	5298000	3268800	3786200	3763400
Solyc04g079590.2.1	1696700	1288600	1614900	0	1277500	0	2305400	1623900	1587600	0	0	0
Solyc04g079790.2.1	2234400	23010000	6133100	5818300	12229000	7430100	5937800	6080200	10065000	9850400	20367000	46907000
Solyc04g079830.2.1	12072000	4658900	14302000	9321500	6679500	11888000	14708000	10243000	16034000	2815400	0	4788000
Solyc04g079920.2.1	41985000	46680000	64248000	48588000	53690000	44193000	33318000	37924000	53519000	31288000	17952000	47346000
Solyc04g080190.2.1	0	3444900	3830700	2720500	2683300	4056000	4798200	3432900	2901000	6086200	14902000	4485900
Solyc04g080360.2.1	7938000	12899000	10783000	9894200	9711200	16177000	11250000	11495000	8990500	5925000	3815100	3940600
Solyc04g080490.2.1	10319000	13555000	34064000	10186000	10179000	22334000	8336000	9350900	15622000	6844400	4578900	10035000
Solyc04g080520.1.1	0	0	567760	0	0	0	0	0	520490	587780	0	0
Solyc04g080590.2.1	0	0	1990000	0	0	1656500	0	0	2437900	1713300	3382600	1788800
Solyc04g080630.2.1	0	6566000	4396800	5420500	5493500	7495500	6024800	0	0	21332000	27659000	10435000
Solyc04g080880.2.1	9014100	9482100	8760100	11693000	9691100	12413000	11530000	10911000	7148600	10996000	15495000	13007000
Solyc04g080900.2.1	2723700	2950600	0	2457700	3187200	0	2410500	2505800	0	2105400	2645500	0
Solyc04g080980.2.1	38413000	45504000	32705000	29964000	40468000	38363000	38766000	48505000	40401000	49776000	43283000	54625000
Solyc04g081100.2.1	0	0	0	0	0	0	167710	0	0	0	0	0
Solyc04g081170.2.1	0	1405500	1448400	1621600	1203000	0	2523900	1342200	1477900	0	0	747180
Solyc04g081200.2.1	26719000	18852000	19778000	24668000	22229000	37208000	23808000	16280000	19373000	33630000	17203000	30450000
Solyc04g081280.2.1	1359000	2122100	2038300	1890500	2127500	0	1971600	0	2187400	3928800	0	4743300
Solyc04g081330.2.1	0	0	0	0	0	0	0	0	0	1539000	5320200	2081700
Solyc04g081470.2.1	6470900	3246300	12588000	14173000	0	7391100	10841000	6460900	4490300	3110300	0	3076100
Solyc04g081490.2.1	9176900	17015000	4841300	9770000	13206000	9792200	10432000	15041000	9936700	8850900	18099000	7160400
Solyc04g081580.2.1	79228000	95474000	67997000	102360000	138160000	76128000	82071000	117950000	94742000	57744000	23509000	52471000
Solyc04g081820.2.1	0	0	0	0	0	0	0	0	0	11228000	17190000	12018000
Solyc04g081880.2.1	6488900	24501000	19662000	13927000	8686100	9552900	14247000	30569000	32242000	49646000	23484000	32322000
Solyc04g082260.2.1	0	0	0	375410	0	0	0	0	0	2526200	0	0
Solyc04g082470.1.1	4531900	3102900	4178100	1898800	2635700	2234000	5816600	3078700	4654200	3564400	1866800	5440300
Solyc04g082500.2.1	0	0	0	0	0	0	0	0	0	3494000	4106700	2046600
Solyc04g082660.2.1	0	0	0	0	0	0	0	0	0	1618800	3258900	0
Solyc04g082720.2.1	46586000	30321000	35079000	22525000	31080000	43320000	36117000	31156000	38620000	32069000	15481000	47294000
Solyc04g082760.2.1	23446000	19339000	25821000	16107000	13602000	9685400	20574000	13538000	23332000	14646000	4909600	14770000
Solyc04g082820.2.1	6760100	2636500	6885200	2169300	1701500	3585000	2299000	3019300	5373700	2708000	1844000	5866300
Solyc05g005020.2.1	0	975170	0	0	1301400	0	0	0	0	0	2608300	0
Solyc05g005080.2.1	1426400	958550	0	1255100	2151200	0	1350800	1032400	0	0	0	0
Solyc05g005170.2.1	0	3870400	11796000	0	5760200	10339000	3894100	4375600	7063400	3103900	0	9411500
Solyc05g005180.2.1	10695000	15621000	14174000	8990300	12604000	10762000	10394000	14913000	16054000	7877800	18411000	8360200
Solyc05g005620.2.1	105390000	119100000	149760000	93800000	118810000	149200000	99615000	109340000	130530000	94082000	60830000	109180000
